vehicle_id,node_idx,node_id,lat,lon,cumulative_distance_km,zone_id
8,24,6738,-23.582599229528547,-46.68734709409082,37.397,1
8,55,4852,-23.58040075604472,-46.69090843865776,39.74,1
8,32,8841,-23.589532885654087,-46.71162076379026,42.333,1
8,45,17964,-23.568992412166267,-46.6995636067863,43.517,1
8,34,2282,-23.559352218708508,-46.70449000429918,45.067,1
8,39,1503,-23.555556314184297,-46.68985712017429,45.55,1
8,65,15918,-23.554613064112193,-46.68523344087948,46.465,1
8,36,9746,-23.56196060560334,-46.689287097005,46.665,1
8,7,11106,-23.562133920898503,-46.687340467251396,46.665,1
8,12,18134,-23.562133920898503,-46.687340467251396,46.665,1
8,60,15221,-23.562133920898503,-46.687340467251396,46.994,1
8,3,14446,-23.562552949766264,-46.68414473910783,47.3,1
8,67,10339,-23.56179919233656,-46.681257315713495,48.093,1
8,11,17894,-23.568476608177434,-46.67851754696878,49.937,1
8,49,13713,-23.563886468780627,-46.66113179724742,50.905,1
8,41,16378,-23.555200641958606,-46.66050841271853,51.157,1
9,0,depot,-23.553947,-46.658448,0.822,1
9,37,10686,-23.554528835160554,-46.6664913126551,1.438,1
9,52,5241,-23.559990663338887,-46.667473674851415,2.189,1
9,28,11507,-23.55768183319866,-46.67439878253224,2.593,1
9,30,18809,-23.554850323330907,-46.676875640862086,3.485,1
9,56,369,-23.56179919233656,-46.681257315713495,6.051,1
9,47,6367,-23.583678830976957,-46.67325321495759,9.191,1
9,25,8697,-23.568992412166267,-46.6995636067863,9.8,1
9,19,523,-23.56369116180969,-46.69803053996195,11.805,1
9,26,4319,-23.545889457812805,-46.70116158090485,13.332,1
9,63,12423,-23.532287647238732,-46.70317225867044,15.502,1
9,40,17266,-23.544731000836723,-46.68676936635128,15.502,1
9,75,18762,-23.544731000836723,-46.68676936635128,16.728,1
9,66,12383,-23.53455394976627,-46.68213637745976,16.847,1
9,57,18532,-23.534811000000005,-46.68100444047543,17.046,1
9,44,18465,-23.53551746891052,-46.67921326082005,18.52,1
9,33,5228,-23.52290416763806,-46.68365364439665,19.818,1
9,10,16551,-23.533493982514855,-46.68901715918395,20.834,1
9,22,4269,-23.52713237607479,-46.69617149999999,21.904,1
9,8,16238,-23.532224144324545,-46.705072845988525,23.689,1
9,13,4041,-23.542514413266773,-46.69163303274858,24.111,1
9,74,12363,-23.54361420483005,-46.68766584999129,25.528,1
9,62,17170,-23.547933502914184,-46.674594927145236,26.797,1
9,58,15808,-23.53800447071387,-46.668443630734544,27.576,1
9,71,451,-23.53508762170351,-46.66150428628315,28.787,1
9,27,15675,-23.542944348058064,-46.65326703830284,30.288,1
9,38,14288,-23.556049111529205,-46.64974666729382,30.645,1
9,68,11604,-23.555909891482465,-46.65324841993188,30.645,1
9,42,19205,-23.555909891482465,-46.65324841993188,31.219,1
1,0,depot,-23.536945,-46.440287,2.12,2
1,46,16513,-23.525928445809033,-46.42331801276761,5.272,2
1,75,14099,-23.510126809523168,-46.39765173078363,6.64,2
1,14,10308,-23.504739368494633,-46.40971787093889,7.109,2
1,32,5005,-23.502454910352583,-46.413583616711854,9.322,2
1,68,10962,-23.517932266160944,-46.42721775000001,11.854,2
1,60,9229,-23.521612107132555,-46.45173418220901,13.973,2
1,2,2899,-23.50256652178249,-46.452450228453756,15.206,2
1,16,9237,-23.495575929366936,-46.46182984582204,16.036,2
1,1,12405,-23.502687742022037,-46.46431842918368,18.615,2
1,74,17003,-23.51342993741489,-46.48673100721337,20.84,2
1,3,12283,-23.52654805689883,-46.470250561197986,23.39,2
1,69,16037,-23.546232021091814,-46.48308666694558,23.924,2
1,56,16659,-23.5503083982223,-46.480327842652294,25.203,2
1,11,16874,-23.56022602553523,-46.486680543020356,26.323,2
1,7,6643,-23.561779395363267,-46.47581652435226,27.736,2
1,52,7906,-23.56127544240869,-46.461969257046256,29.487,2
1,13,12448,-23.54728786526333,-46.45407726810551,29.487,2
1,10,11348,-23.54728786526333,-46.45407726810551,29.487,2
1,31,4111,-23.54728786526333,-46.45407726810551,30.275,2
1,20,16581,-23.55366239523337,-46.4506999200761,33.35,2
1,4,5965,-23.56261319494366,-46.42215450874258,38.309,2
1,59,11066,-23.602209139881133,-46.39975738249835,43.374,2
1,37,15927,-23.60961500291419,-46.44880728422052,45.087,2
1,45,1495,-23.61393187580963,-46.4649462867267,46.793,2
